names	delta	sd_delta	Pval	Padj
ENSG00000237683	-0.25306563490768136	-3.7858960125243284	0.9999234221423182	1.0
ENSG00000187634	-0.5511752132720678	-12.281385282241231	1.0	1.0
ENSG00000187961	0.046785257961178536	0.7728206637529342	0.21981426122206643	0.71790928167194
ENSG00000187583	-1.6458807278014393	-27.80896408184737	1.0	1.0
ENSG00000187608	-0.6837275379549778	-10.51754841356501	1.0	1.0
ENSG00000188157	-3.159992380717332	-28.25211780145606	1.0	1.0
ENSG00000237330	-1.1654708757770629	-17.9849900650823	1.0	1.0
ENSG00000131591	0.003164118611071009	0.06024295724566435	0.4759810664441372	1.0
ENSG00000162571	-0.34678014207367525	-5.859441941754364	0.999999997677874	1.0
ENSG00000186891	-4.626010168413847	-35.13180684861765	1.0	1.0
ENSG00000184163	-0.6556909963838148	-13.134445469851132	1.0	1.0
ENSG00000162572	1.4469020966106094	25.488733753196733	1.3141442614640458e-143	2.0213168995922775e-142
ENSG00000169962	-0.36093618789873594	-6.747074327041357	0.9999999999924571	1.0
ENSG00000107404	0.32913814066267544	5.5573590978935	1.369434585104632e-8	5.755701292583213e-8
ENSG00000162576	-0.3852398644636767	-5.953757520209793	0.9999999986897251	1.0
ENSG00000224870	-0.07895814345946574	-1.6600124157262053	0.9515440225732181	1.0
ENSG00000235098	-0.2648799618176047	-6.172988917086823	0.9999999996649455	1.0
ENSG00000179403	-0.517030786121977	-10.191367632868396	1.0	1.0
ENSG00000215915	3.408119564458954	37.391691541189005	2.6661601109378393e-306	1.2549467522178245e-304
ENSG00000160072	-0.3331845294699227	-6.570496822165001	0.9999999999749262	1.0
ENSG00000205090	0.25347392566952903	5.365291779282707	4.0409232375307967e-8	1.684463573430734e-7
ENSG00000215014	1.3045297356885293	25.238868747796175	7.503449021114605e-141	1.1301861658914399e-139
ENSG00000228594	-0.01264133373163523	-0.20851676967226865	0.582587254952665	1.0
ENSG00000197530	-1.474063206496944	-19.631656633652867	1.0	1.0
ENSG00000248333	0.18805935538430887	2.706297152192241	0.0034019067350927377	0.012251925531593292
ENSG00000189339	0.19254108634094305	3.2382148833016156	0.000601400889123272	0.002233994460985132
ENSG00000008128	2.414283205069659	34.979829418146515	2.2797051849045664e-268	8.248314097837982e-267
ENSG00000215790	0.11890587336382781	2.2272477267863264	0.012965360996103549	0.04558050665538893
ENSG00000008130	-1.6748274747102811	-21.644289568085853	1.0	1.0
ENSG00000178821	-0.35106328305566253	-5.60127795396968	0.9999999893611388	1.0
ENSG00000142609	-0.3908015562387149	-8.245689775089295	0.9999999999999999	1.0
ENSG00000187730	-1.2173536255623967	-17.14081990032602	1.0	1.0
ENSG00000067606	-1.1992546584052333	-15.135500967849524	1.0	1.0
ENSG00000162585	-1.3754018508446548	-24.788755731510257	1.0	1.0
ENSG00000269554	-0.8023373030356109	-17.52683949682418	1.0	1.0
ENSG00000203301	-1.4933309414288034	-27.4022979510581	1.0	1.0
ENSG00000157933	-0.7032868095601353	-9.566459762641495	1.0	1.0
ENSG00000116151	-0.42076830224147344	-6.717259408561535	0.9999999999907413	1.0
ENSG00000157911	0.6420834759054498	15.040989815682822	1.9779527073726543e-51	1.439502160047085e-50
ENSG00000157873	-0.6750654831436531	-12.974175155490153	1.0	1.0
ENSG00000157870	1.0014173555929264	17.4274091701104	2.5554862024807384e-68	2.2093221276038833e-67
ENSG00000142606	0.22162071502875264	4.961527068709465	3.497056049420306e-7	1.4227518549202183e-6
ENSG00000215912	0.992863536378252	20.496158981984145	1.1648643943864181e-93	1.2440311237107892e-92
ENSG00000169717	-0.06429400262659955	-1.2383004533592292	0.8921976621156676	1.0
ENSG00000142611	-0.8843788952236349	-18.271362753906317	1.0	1.0
ENSG00000130762	0.2662119330100562	5.1812748354585585	1.1018725037373604e-7	4.5465656434649937e-7
ENSG00000162591	0.16746666675462127	2.956326017365511	0.0015566391021409973	0.005682710862286363
ENSG00000116213	0.008152025184786206	0.14712520822670083	0.4415165965485387	1.0
ENSG00000078900	-2.5514672484508094	-24.558330251504398	1.0	1.0
ENSG00000235169	0.5303542719319521	10.983152806907988	2.302819112731881e-28	1.2971059234983397e-27
ENSG00000169598	0.8151157518264345	15.758574751792706	2.9985109769681017e-56	2.309534932032931e-55
ENSG00000196581	-0.7331987579723295	-10.500738169515406	1.0	1.0
ENSG00000131697	-0.5169626580319615	-7.31041009382929	0.9999999999998669	1.0
ENSG00000069424	-1.8753900241632422	-18.93214428622965	1.0	1.0
ENSG00000116254	1.2220964118815	20.51231259336523	8.357741228566067e-94	8.935137231422839e-93
ENSG00000116251	-0.6937508488613234	-3.0734878016654075	0.9989421383140762	1.0
ENSG00000158286	-2.16866084689902	-32.105913608357255	1.0	1.0
ENSG00000173673	-1.3536878193263866	-25.2687025204842	1.0	1.0
ENSG00000158292	-0.6145346613695114	-9.658978074677167	1.0	1.0
ENSG00000097021	-0.22894827019870545	-2.4901956909081755	0.9936163611656892	1.0
ENSG00000069812	-0.9790577330213879	-19.719422507550355	1.0	1.0
ENSG00000187017	-1.1591287383854507	-15.437031771265044	1.0	1.0
ENSG00000215788	-0.6079695578889439	-8.633682336822003	1.0	1.0
ENSG00000171680	-1.1662089659458954	-13.796708440458497	1.0	1.0
ENSG00000162408	1.7668477189610052	22.651324399652605	6.769015250592231e-114	8.413273600583277e-113
ENSG00000204859	0.9503796600252142	16.705555874064256	5.970500328660605e-63	4.9111712654929105e-62
ENSG00000162413	-0.4892072351028294	-7.400777552292485	0.9999999999999323	1.0
ENSG00000116273	-1.8020085616360053	-19.62294909471842	1.0	1.0
ENSG00000049246	-0.3206507834876665	-5.691338468834992	0.9999999936976317	1.0
ENSG00000049247	-2.88645297618451	-26.895377255035555	1.0	1.0
ENSG00000116285	-2.7957079080863085	-24.62163814436473	1.0	1.0
ENSG00000162426	-1.0259914683394875	-14.156201288082812	1.0	1.0
ENSG00000142599	-5.17355955091481	-38.97110882032434	1.0	1.0
ENSG00000180758	-0.5715300356602834	-9.550370456096378	1.0	1.0
ENSG00000049239	0.18386178387297045	3.8095639449998786	6.960604969748067e-5	0.0002674545378965555
ENSG00000171621	-1.2022999640079386	-17.371368384121165	1.0	1.0
ENSG00000171612	1.8279338783800119	25.175594282793302	3.707115617057224e-140	5.567244383843545e-139
ENSG00000188807	0.5093718903044798	8.543897719181393	6.488445343642989e-18	3.166971858320608e-17
ENSG00000171608	-1.1655144064582936	-15.566279850233734	1.0	1.0
ENSG00000171603	-0.9609146891003008	-13.445468551196969	1.0	1.0
ENSG00000162441	1.291367385830722	21.38304078899676	9.609487657301828e-102	1.0903980023637017e-100
ENSG00000173614	2.0979823672956286	36.22019759698532	1.4641113352882634e-287	6.10066391224417e-286
ENSG00000162444	-0.22047887730075014	-3.389739802007831	0.9996502050424163	1.0
ENSG00000054523	-0.7571882084913781	-9.612377987837766	1.0	1.0
ENSG00000142657	1.5312087143473119	8.178148949677011	1.441186688074368e-16	6.9018111435007535e-16
ENSG00000175279	1.1660763936230762	16.943022082152027	1.08350268143005e-64	9.066643425596146e-64
ENSG00000130940	-1.6027672543736182	-18.40643307651267	1.0	1.0
ENSG00000175262	-1.954125606613679	-24.220839322970313	1.0	1.0
ENSG00000009724	0.4522520024040817	11.048973823358963	1.108674562702498e-28	6.262163488331276e-28
ENSG00000198793	-1.4429005754328719	-15.744631000881935	1.0	1.0
ENSG00000204624	0.07719052396750961	1.175462431776924	0.11990487938824415	0.39969603565255024
ENSG00000116661	-1.2318357542949785	-15.436899451431517	1.0	1.0
ENSG00000132879	-1.0331451914693808	-17.0359681702007	1.0	1.0
ENSG00000162490	-1.9972090218513276	-21.693827381489378	1.0	1.0
ENSG00000177674	-1.969568550495723	-15.518762338867587	1.0	1.0
ENSG00000215910	-0.8575320732087566	-16.170278371784025	1.0	1.0
ENSG00000177000	2.100788805027305	31.618547109322634	1.0265406112631736e-219	2.761068358389599e-218
ENSG00000011021	3.2912811005136318	42.06328784694468	0.0	0.0
ENSG00000120937	-1.257016300497005	-20.59928251675069	1.0	1.0
ENSG00000116688	1.4905108910308569	20.32199056790389	4.10879255371457e-92	4.3379121384855695e-91
ENSG00000120949	-3.791039853084135	-36.04108444651026	1.0	1.0
ENSG00000028137	-0.6926606724248631	-11.395600210794743	1.0	1.0
ENSG00000048707	-1.0879202107823667	-14.810282189476949	1.0	1.0
ENSG00000162496	0.18046652795578716	3.696411330019927	0.00010933429184705563	0.0004172679223757562
ENSG00000188984	-2.4616719706948826	-27.761042991956806	1.0	1.0
ENSG00000179172	-0.7626822920041595	-18.570837274987056	1.0	1.0
ENSG00000162494	-1.540624322552591	-26.216777453376164	1.0	1.0
ENSG00000162493	-3.2661949649275677	-19.701007600660436	1.0	1.0
ENSG00000116731	0.12226916504461187	1.9852245536629376	0.023559746842166548	0.08177942852315032
ENSG00000189337	-0.9341276537673159	-14.530341665441012	1.0	1.0
ENSG00000171729	-1.6625451785990844	-17.3810880701994	1.0	1.0
ENSG00000204464	-0.15860449494038584	-3.6181057223237483	0.99985161641293	1.0
ENSG00000142621	-0.5592139375019083	-9.218532260526635	1.0	1.0
ENSG00000142634	0.11281953745384979	1.7142660449330795	0.043239938092884296	0.14767230453152658
ENSG00000116138	-0.24291434018019134	-4.225249625752405	0.9999880661970905	1.0
ENSG00000116771	-0.060739506585025804	-0.9221105115060841	0.8217645327034113	1.0
ENSG00000197312	-0.43977801785263243	-5.872336987764683	0.9999999978515293	1.0
ENSG00000116786	-0.19387590588275325	-3.104403771080711	0.9990466853105651	1.0
ENSG00000162461	-1.6033039183574034	-29.97269715539087	1.0	1.0
ENSG00000162460	0.33258860329137124	6.604979885642049	1.987856603666002e-11	8.779556077094805e-11
ENSG00000162458	-1.9590092971387614	-18.35008458520512	1.0	1.0
ENSG00000183888	-0.6821788793821496	-13.407640540746735	1.0	1.0
ENSG00000173641	-1.1000302077834432	-18.084157863334056	1.0	1.0
ENSG00000186510	-2.6540364454096057	-36.01446432296264	1.0	1.0
ENSG00000184908	-1.6360194460974624	-23.25663410035034	1.0	1.0
ENSG00000185519	-1.0139740487729452	-18.889736016000054	1.0	1.0
ENSG00000142627	-2.1285065207621394	-24.91535227804235	1.0	1.0
ENSG00000142632	-3.6488202802367025	-28.52764558923647	1.0	1.0
ENSG00000204377	1.8911834338050677	33.35509668718838	3.0724621748255397e-244	9.76178841607852e-243
ENSG00000132881	0.4722512988356803	9.027062020781385	8.817123976435316e-20	4.40293219393015e-19
ENSG00000187144	0.15185526768966406	2.4289337326392495	0.007571649948142022	0.02689761181787559
ENSG00000157191	0.8508359309531478	11.482504254589802	8.076649093883387e-31	4.657702288004106e-30
ENSG00000219481	-1.02405372053426	-17.04168907365682	1.0	1.0
ENSG00000058453	1.0093089754430045	16.84776045422328	5.448176679774233e-64	4.525458521508548e-63
ENSG00000117122	-1.3261570004038936	-5.761280332790377	0.9999999958260871	1.0
ENSG00000159363	-0.6163184999097266	-10.086595355586171	1.0	1.0
ENSG00000117115	-1.7466091654705775	-17.80759244782895	1.0	1.0
ENSG00000142623	-2.363176098739021	-37.98097669169921	1.0	1.0
ENSG00000142619	0.6004914637603717	11.357709214762902	3.395092199703367e-30	1.947962889073597e-29
ENSG00000159339	0.7683490442888876	16.380048557515693	1.3276555578442305e-60	1.0670572376760703e-59
ENSG00000179051	-0.9812484455926272	-6.809140618216067	0.9999999999950908	1.0
ENSG00000117148	0.6899816747625888	13.21414251818545	3.6355089616775497e-40	2.3305308709568504e-39
ENSG00000117154	-1.4206755873443988	-16.694723903828283	1.0	1.0
